,SalesOrderNumber,SalesOrderLineNumber,SalesReasonKey
13746,SO54924,1,6
13747,SO54924,2,6
13748,SO54925,1,1
13749,SO54925,2,1
13750,SO54925,3,1
13751,SO54926,1,1
13752,SO54926,2,1
13753,SO54926,3,1
13754,SO54927,1,2
13755,SO54928,1,1
13756,SO54928,2,1
13757,SO54928,3,1
13758,SO54930,1,1
13759,SO54930,2,1
13760,SO54931,1,1
13761,SO54931,2,1
13762,SO54931,3,1
13763,SO54933,1,1
13764,SO54933,2,1
13765,SO54934,1,1
13766,SO54934,2,1
13767,SO54934,3,1
13768,SO54934,4,1
13769,SO54935,1,1
13770,SO54935,2,1
13771,SO54936,1,1
13772,SO54936,2,1
13773,SO54937,1,1
13774,SO54937,2,1
13775,SO54939,1,1
13776,SO54940,1,1
13777,SO54940,2,1
13778,SO54940,3,1
13779,SO54940,4,1
13780,SO54940,5,1
13781,SO54941,1,1
13782,SO54941,2,1
13783,SO54941,3,1
13784,SO54941,4,1
13785,SO54942,1,4
13786,SO54943,1,1
13787,SO54943,2,1
13788,SO54943,3,1
13789,SO54944,1,1
13790,SO54944,2,1
13791,SO54945,1,1
13792,SO54945,2,1
13793,SO54945,3,1
13794,SO54945,4,1
13795,SO54946,1,1
13796,SO54946,2,1
13797,SO54947,1,1
13798,SO54947,2,1
13799,SO54947,3,1
13800,SO54948,1,6
13801,SO54949,1,6
13802,SO54950,1,1
13803,SO54950,2,1
13804,SO54951,1,1
13805,SO54951,2,1
13806,SO54952,1,1
13807,SO54953,1,1
13808,SO54953,2,1
13809,SO54954,1,1
13810,SO54954,2,1
13811,SO54954,3,1
13812,SO54955,1,1
13813,SO54956,1,1
13814,SO54956,2,1
13815,SO54957,1,1
13816,SO54958,1,1
13817,SO54959,1,1
13818,SO54960,1,1
13819,SO54960,2,1
13820,SO54961,1,1
13821,SO54961,2,1
13822,SO54961,3,1
13823,SO54962,1,1
13824,SO54962,2,1
13825,SO54963,1,6
13826,SO54963,2,6
13827,SO54964,1,2
13828,SO54965,1,1
13829,SO54965,2,1
13830,SO54965,3,1
13831,SO54966,1,1
13832,SO54966,2,1
13833,SO54967,1,1
13834,SO54967,1,2
13835,SO54967,2,1
13836,SO54967,2,2
13837,SO54967,3,1
13838,SO54967,3,2
13839,SO54967,4,1
13840,SO54967,4,2
13841,SO54968,1,2
13842,SO54970,1,1
13843,SO54970,2,1
13844,SO54970,3,1
13845,SO54970,4,1
13846,SO54971,1,1
13847,SO54971,2,1
13848,SO54972,1,1
13849,SO54972,2,1
13850,SO54972,3,1
13851,SO54972,4,1
13852,SO54972,5,1
13853,SO54974,1,1
13854,SO54974,2,1
13855,SO54974,3,1
13856,SO54975,1,1
13857,SO54975,2,1
13858,SO54975,3,1
13859,SO54975,4,1
13860,SO54977,1,1
13861,SO54977,1,10
13862,SO54977,2,1
13863,SO54977,2,10
13864,SO54977,3,1
13865,SO54977,3,10
13866,SO54977,4,1
13867,SO54977,4,10
13868,SO54978,1,1
13869,SO54978,1,10
13870,SO54978,2,1
13871,SO54978,2,10
13872,SO54979,1,1
13873,SO54979,2,1
13874,SO54980,1,4
13875,SO54981,1,4
13876,SO54982,1,1
13877,SO54982,1,2
13878,SO54982,2,1
13879,SO54982,2,2
13880,SO54982,3,1
13881,SO54982,3,2
13882,SO54983,1,1
13883,SO54983,1,2
13884,SO54983,2,1
13885,SO54983,2,2
13886,SO54983,3,1
13887,SO54983,3,2
13888,SO54983,4,1
13889,SO54983,4,2
13890,SO54983,5,1
13891,SO54983,5,2
13892,SO54984,1,1
13893,SO54984,2,1
13894,SO54984,3,1
13895,SO54985,1,4
13896,SO54986,1,1
13897,SO54986,2,1
13898,SO54987,1,1
13899,SO54988,1,1
13900,SO54989,1,1
13901,SO54990,1,1
13902,SO54990,2,1
13903,SO54990,3,1
13904,SO54991,1,1
13905,SO54991,1,10
13906,SO54991,2,1
13907,SO54991,2,10
13908,SO54992,1,1
13909,SO54992,2,1
13910,SO54992,3,1
13911,SO54993,1,1
13912,SO54993,2,1
13913,SO54993,3,1
13914,SO54994,1,1
13915,SO54994,2,1
13916,SO54995,1,1
13917,SO54996,1,6
13918,SO54997,1,1
13919,SO54997,2,1
13920,SO54997,3,1
13921,SO54998,1,1
13922,SO54999,1,1
13923,SO54999,2,1
13924,SO55000,1,1
13925,SO55000,2,1
13926,SO55001,1,1
13927,SO55001,2,1
13928,SO55001,3,1
13929,SO55003,1,1
13930,SO55003,2,1
13931,SO55004,1,1
13932,SO55004,1,10
13933,SO55004,2,1
13934,SO55004,2,10
13935,SO55005,1,1
13936,SO55005,1,10
13937,SO55005,2,1
13938,SO55005,2,10
13939,SO55006,1,1
13940,SO55006,1,10
13941,SO55006,2,1
13942,SO55006,2,10
13943,SO55006,3,1
13944,SO55006,3,10
13945,SO55007,1,1
13946,SO55007,2,1
13947,SO55008,1,1
13948,SO55009,1,1
13949,SO55009,2,1
13950,SO55010,1,1
13951,SO55011,1,1
13952,SO55012,1,1
13953,SO55012,2,1
13954,SO55013,1,1
13955,SO55014,1,1
13956,SO55014,2,1
13957,SO55014,3,1
13958,SO55014,4,1
13959,SO55015,1,1
13960,SO55015,2,1
13961,SO55015,3,1
13962,SO55015,4,1
13963,SO55016,1,1
13964,SO55016,2,1
13965,SO55016,3,1
13966,SO55016,4,1
13967,SO55017,1,1
13968,SO55017,2,1
13969,SO55017,3,1
13970,SO55018,1,1
13971,SO55018,2,1
13972,SO55018,3,1
13973,SO55018,4,1
13974,SO55018,5,1
13975,SO55019,1,1
13976,SO55019,1,2
13977,SO55019,2,1
13978,SO55019,2,2
13979,SO55019,3,1
13980,SO55019,3,2
13981,SO55020,1,1
13982,SO55020,1,2
13983,SO55020,2,1
13984,SO55020,2,2
13985,SO55020,3,1
13986,SO55020,3,2
13987,SO55022,1,1
13988,SO55022,2,1
13989,SO55023,1,1
13990,SO55023,2,1
13991,SO55024,1,1
13992,SO55024,1,2
13993,SO55024,2,1
13994,SO55024,2,2
13995,SO55025,1,1
13996,SO55025,2,1
13997,SO55026,1,1
13998,SO55026,2,1
13999,SO55028,1,1
14000,SO55028,1,2
14001,SO55028,2,1
14002,SO55028,2,2
14003,SO55029,1,1
14004,SO55029,2,1
14005,SO55030,1,1
14006,SO55030,2,1
14007,SO55034,1,1
14008,SO55034,1,10
14009,SO55034,2,1
14010,SO55034,2,10
14011,SO55034,3,1
14012,SO55034,3,10
14013,SO55035,1,1
14014,SO55035,1,10
14015,SO55035,2,1
14016,SO55035,2,10
14017,SO55035,3,1
14018,SO55035,3,10
14019,SO55036,1,1
14020,SO55037,1,1
14021,SO55037,2,1
14022,SO55037,3,1
14023,SO55037,4,1
14024,SO55037,5,1
14025,SO55037,6,1
14026,SO55038,1,4
14027,SO55039,1,1
14028,SO55039,2,1
14029,SO55040,1,4
14030,SO55041,1,1
14031,SO55042,1,1
14032,SO55042,2,1
14033,SO55042,3,1
14034,SO55042,4,1
14035,SO55042,5,1
14036,SO55043,1,1
14037,SO55043,2,1
14038,SO55044,1,1
14039,SO55044,2,1
14040,SO55044,3,1
14041,SO55044,4,1
14042,SO55045,1,1
14043,SO55046,1,1
14044,SO55047,1,1
14045,SO55047,2,1
14046,SO55047,3,1
14047,SO55048,1,1
14048,SO55048,2,1
14049,SO55049,1,1
14050,SO55049,2,1
14051,SO55049,3,1
14052,SO55050,1,1
14053,SO55050,2,1
14054,SO55051,1,1
14055,SO55051,2,1
14056,SO55051,3,1
14057,SO55052,1,1
14058,SO55052,2,1
14059,SO55053,1,1
14060,SO55053,2,1
14061,SO55053,3,1
14062,SO55053,4,1
14063,SO55054,1,1
14064,SO55055,1,1
14065,SO55055,2,1
14066,SO55056,1,1
14067,SO55056,2,1
14068,SO55057,1,1
14069,SO55057,2,1
14070,SO55058,1,1
14071,SO55058,2,1
14072,SO55059,1,1
14073,SO55059,1,10
14074,SO55059,2,1
14075,SO55059,2,10
14076,SO55060,1,6
14077,SO55061,1,6
14078,SO55062,1,1
14079,SO55062,2,1
14080,SO55063,1,1
14081,SO55063,2,1
14082,SO55063,3,1
14083,SO55064,1,1
14084,SO55064,1,10
14085,SO55064,2,1
14086,SO55064,2,10
14087,SO55064,3,1
14088,SO55064,3,10
14089,SO55064,4,1
14090,SO55064,4,10
14091,SO55064,5,1
14092,SO55064,5,10
14093,SO55065,1,4
14094,SO55066,1,1
14095,SO55066,2,1
14096,SO55066,3,1
14097,SO55067,1,1
14098,SO55067,2,1
14099,SO55068,1,1
14100,SO55068,2,1
14101,SO55069,1,1
14102,SO55069,2,1
14103,SO55070,1,1
14104,SO55070,2,1
14105,SO55071,1,1
14106,SO55071,2,1
14107,SO55071,3,1
14108,SO55072,1,1
14109,SO55072,2,1
14110,SO55073,1,1
14111,SO55073,2,1
14112,SO55074,1,1
14113,SO55074,2,1
14114,SO55074,3,1
14115,SO55075,1,1
14116,SO55075,2,1
14117,SO55076,1,6
14118,SO55076,2,6
14119,SO55076,3,6
14120,SO55077,1,1
14121,SO55077,2,1
14122,SO55077,3,1
14123,SO55078,1,1
14124,SO55078,2,1
14125,SO55078,3,1
14126,SO55079,1,1
14127,SO55079,2,1
14128,SO55079,3,1
14129,SO55080,1,1
14130,SO55080,2,1
14131,SO55080,3,1
14132,SO55080,4,1
14133,SO55081,1,1
14134,SO55081,2,1
14135,SO55081,3,1
14136,SO55081,4,1
14137,SO55082,1,1
14138,SO55082,2,1
14139,SO55084,1,1
14140,SO55084,2,1
14141,SO55084,3,1
14142,SO55084,4,1
14143,SO55085,1,1
14144,SO55085,2,1
14145,SO55085,3,1
14146,SO55085,4,1
14147,SO55088,1,1
14148,SO55088,1,2
14149,SO55088,2,1
14150,SO55088,2,2
14151,SO55088,3,1
14152,SO55088,3,2
14153,SO55088,4,1
14154,SO55088,4,2
14155,SO55089,1,1
14156,SO55089,2,1
14157,SO55093,1,1
14158,SO55093,2,1
14159,SO55093,3,1
14160,SO55094,1,1
14161,SO55095,1,1
14162,SO55095,2,1
14163,SO55095,3,1
14164,SO55095,4,1
14165,SO55095,5,1
14166,SO55096,1,1
14167,SO55096,2,1
14168,SO55097,1,1
14169,SO55097,2,1
14170,SO55099,1,1
14171,SO55099,2,1
14172,SO55099,3,1
14173,SO55099,4,1
14174,SO55100,1,1
14175,SO55100,2,1
14176,SO55101,1,1
14177,SO55101,2,1
14178,SO55102,1,1
14179,SO55102,2,1
14180,SO55103,1,1
14181,SO55103,2,1
14182,SO55104,1,1
14183,SO55104,2,1
14184,SO55105,1,1
14185,SO55105,2,1
14186,SO55106,1,4
14187,SO55107,1,1
14188,SO55107,2,1
14189,SO55107,3,1
14190,SO55107,4,1
14191,SO55108,1,1
14192,SO55108,2,1
14193,SO55108,3,1
14194,SO55108,4,1
14195,SO55108,5,1
14196,SO55109,1,1
14197,SO55109,2,1
14198,SO55109,3,1
14199,SO55109,4,1
14200,SO55110,1,1
14201,SO55110,2,1
14202,SO55111,1,1
14203,SO55112,1,1
14204,SO55112,2,1
14205,SO55112,3,1
14206,SO55113,1,1
14207,SO55113,2,1
14208,SO55114,1,1
14209,SO55114,2,1
14210,SO55115,1,1
14211,SO55115,2,1
14212,SO55116,1,1
14213,SO55117,1,6
14214,SO55118,1,1
14215,SO55118,2,1
14216,SO55118,3,1
14217,SO55119,1,1
14218,SO55119,2,1
14219,SO55120,1,1
14220,SO55120,1,10
14221,SO55120,2,1
14222,SO55120,2,10
14223,SO55120,3,1
14224,SO55120,3,10
14225,SO55120,4,1
14226,SO55120,4,10
14227,SO55121,1,1
14228,SO55121,2,1
14229,SO55121,3,1
14230,SO55122,1,1
14231,SO55122,2,1
14232,SO55122,3,1
14233,SO55123,1,1
14234,SO55123,2,1
14235,SO55124,1,1
14236,SO55124,1,10
14237,SO55124,2,1
14238,SO55124,2,10
14239,SO55125,1,1
14240,SO55126,1,1
14241,SO55126,2,1
14242,SO55127,1,1
14243,SO55127,2,1
14244,SO55128,1,1
14245,SO55128,2,1
14246,SO55128,3,1
14247,SO55128,4,1
14248,SO55128,5,1
14249,SO55128,6,1
14250,SO55129,1,1
14251,SO55129,2,1
14252,SO55129,3,1
14253,SO55129,4,1
14254,SO55130,1,1
14255,SO55130,2,1
14256,SO55130,3,1
14257,SO55131,1,6
14258,SO55131,2,6
14259,SO55132,1,1
14260,SO55132,2,1
14261,SO55132,3,1
14262,SO55133,1,1
14263,SO55133,2,1
14264,SO55133,3,1
14265,SO55134,1,1
14266,SO55134,2,1
14267,SO55134,3,1
14268,SO55134,4,1
14269,SO55135,1,1
14270,SO55135,2,1
14271,SO55135,3,1
14272,SO55136,1,1
14273,SO55136,1,2
14274,SO55136,2,1
14275,SO55136,2,2
14276,SO55136,3,1
14277,SO55136,3,2
14278,SO55136,4,1
14279,SO55136,4,2
14280,SO55138,1,1
14281,SO55138,1,2
14282,SO55138,2,1
14283,SO55138,2,2
14284,SO55138,3,1
14285,SO55138,3,2
14286,SO55138,4,1
14287,SO55138,4,2
14288,SO55138,5,1
14289,SO55138,5,2
14290,SO55140,1,1
14291,SO55140,2,1
14292,SO55140,3,1
14293,SO55140,4,1
14294,SO55140,5,1
14295,SO55141,1,1
14296,SO55141,2,1
14297,SO55141,3,1
14298,SO55141,4,1
14299,SO55142,1,1
14300,SO55142,2,1
14301,SO55143,1,6
14302,SO55144,1,1
14303,SO55144,2,1
14304,SO55145,1,1
14305,SO55145,2,1
14306,SO55146,1,1
14307,SO55146,2,1
14308,SO55146,3,1
14309,SO55147,1,1
14310,SO55148,1,1
14311,SO55149,1,1
14312,SO55150,1,1
14313,SO55150,2,1
14314,SO55151,1,1
14315,SO55151,2,1
14316,SO55152,1,1
14317,SO55152,2,1
14318,SO55153,1,1
14319,SO55153,1,10
14320,SO55153,2,1
14321,SO55153,2,10
14322,SO55153,3,1
14323,SO55153,3,10
14324,SO55154,1,1
14325,SO55154,2,1
14326,SO55155,1,1
14327,SO55155,2,1
14328,SO55156,1,4
14329,SO55156,1,10
14330,SO55157,1,1
14331,SO55157,2,1
14332,SO55157,3,1
14333,SO55158,1,1
14334,SO55158,2,1
14335,SO55159,1,6
14336,SO55160,1,1
14337,SO55160,2,1
14338,SO55161,1,1
14339,SO55161,2,1
14340,SO55162,1,1
14341,SO55162,2,1
14342,SO55163,1,1
14343,SO55163,2,1
14344,SO55163,3,1
14345,SO55164,1,1
14346,SO55164,2,1
14347,SO55164,3,1
14348,SO55165,1,1
14349,SO55166,1,1
14350,SO55167,1,1
14351,SO55168,1,1
14352,SO55168,2,1
14353,SO55168,3,1
14354,SO55169,1,1
14355,SO55169,2,1
14356,SO55170,1,1
14357,SO55171,1,1
14358,SO55171,2,1
14359,SO55171,3,1
14360,SO55172,1,1
14361,SO55172,2,1
14362,SO55173,1,2
14363,SO55173,2,2
14364,SO55174,1,6
14365,SO55174,2,6
14366,SO55175,1,1
14367,SO55175,2,1
14368,SO55175,3,1
14369,SO55175,4,1
14370,SO55176,1,1
14371,SO55176,1,2
14372,SO55176,2,1
14373,SO55176,2,2
14374,SO55176,3,1
14375,SO55176,3,2
14376,SO55177,1,1
14377,SO55177,2,1
14378,SO55177,3,1
14379,SO55177,4,1
14380,SO55180,1,1
14381,SO55180,2,1
14382,SO55181,1,1
14383,SO55181,2,1
14384,SO55181,3,1
14385,SO55183,1,1
14386,SO55183,2,1
14387,SO55183,3,1
14388,SO55183,4,1
14389,SO55184,1,1
14390,SO55185,1,1
14391,SO55186,1,1
14392,SO55188,1,1
14393,SO55188,2,1
14394,SO55188,3,1
14395,SO55189,1,1
14396,SO55189,2,1
14397,SO55190,1,1
14398,SO55190,2,1
14399,SO55190,3,1
14400,SO55191,1,1
14401,SO55191,2,1
14402,SO55192,1,1
14403,SO55192,2,1
14404,SO55192,3,1
14405,SO55193,1,1
14406,SO55193,2,1
14407,SO55193,3,1
14408,SO55194,1,1
14409,SO55194,2,1
14410,SO55195,1,1
14411,SO55195,2,1
14412,SO55195,3,1
14413,SO55196,1,1
14414,SO55196,2,1
14415,SO55196,3,1
14416,SO55196,4,1
14417,SO55197,1,1
14418,SO55197,2,1
14419,SO55197,3,1
14420,SO55198,1,1
14421,SO55198,2,1
14422,SO55199,1,1
14423,SO55199,2,1
14424,SO55200,1,1
14425,SO55200,2,1
14426,SO55201,1,1
14427,SO55201,2,1
14428,SO55202,1,1
14429,SO55202,2,1
14430,SO55202,3,1
14431,SO55203,1,1
14432,SO55203,2,1
14433,SO55204,1,1
14434,SO55204,2,1
14435,SO55205,1,1
14436,SO55205,2,1
14437,SO55206,1,1
14438,SO55207,1,1
14439,SO55207,1,10
14440,SO55207,2,1
14441,SO55207,2,10
14442,SO55207,3,1
14443,SO55207,3,10
14444,SO55208,1,1
14445,SO55208,2,1
14446,SO55208,3,1
14447,SO55209,1,1
14448,SO55210,1,1
14449,SO55211,1,1
14450,SO55213,1,1
14451,SO55213,2,1
14452,SO55214,1,1
14453,SO55214,2,1
14454,SO55215,1,1
14455,SO55215,2,1
14456,SO55215,3,1
14457,SO55216,1,1
14458,SO55216,2,1
14459,SO55216,3,1
14460,SO55217,1,1
14461,SO55217,2,1
14462,SO55217,3,1
14463,SO55217,4,1
14464,SO55218,1,1
14465,SO55218,2,1
14466,SO55219,1,1
14467,SO55219,2,1
14468,SO55219,3,1
14469,SO55219,4,1
14470,SO55220,1,1
14471,SO55220,2,1
14472,SO55220,3,1
14473,SO55220,4,1
14474,SO55222,1,6
14475,SO55222,2,6
14476,SO55225,1,1
14477,SO55225,2,1
14478,SO55225,3,1
14479,SO55225,4,1
14480,SO55226,1,1
14481,SO55226,2,1
14482,SO55226,3,1
14483,SO55227,1,1
14484,SO55227,2,1
14485,SO55227,3,1
14486,SO55227,4,1
14487,SO55228,1,1
14488,SO55228,1,2
14489,SO55228,2,1
14490,SO55228,2,2
14491,SO55229,1,1
14492,SO55229,2,1
14493,SO55229,3,1
14494,SO55229,4,1
14495,SO55333,1,1
14496,SO55333,2,1
14497,SO55333,3,1
14498,SO55334,1,1
14499,SO55334,2,1
14500,SO55334,3,1
14501,SO55335,1,1
14502,SO55335,2,1
14503,SO55335,3,1
14504,SO55336,1,1
14505,SO55337,1,1
14506,SO55337,1,10
14507,SO55338,1,1
14508,SO55339,1,1
14509,SO55339,2,1
14510,SO55339,3,1
14511,SO55339,4,1
14512,SO55339,5,1
14513,SO55342,1,1
14514,SO55342,2,1
14515,SO55342,3,1
14516,SO55343,1,1
14517,SO55343,2,1
14518,SO55344,1,1
14519,SO55344,1,10
14520,SO55344,2,1
14521,SO55344,2,10
14522,SO55344,3,1
14523,SO55344,3,10
14524,SO55345,1,1
14525,SO55345,2,1
14526,SO55345,3,1
14527,SO55345,4,1
14528,SO55346,1,1
14529,SO55346,1,10
14530,SO55346,2,1
14531,SO55346,2,10
14532,SO55346,3,1
14533,SO55346,3,10
14534,SO55347,1,1
14535,SO55347,2,1
14536,SO55347,3,1
14537,SO55348,1,1
14538,SO55348,2,1
14539,SO55348,3,1
14540,SO55349,1,6
14541,SO55350,1,1
14542,SO55350,2,1
14543,SO55351,1,1
14544,SO55351,2,1
14545,SO55352,1,1
14546,SO55352,2,1
14547,SO55353,1,1
14548,SO55353,2,1
14549,SO55353,3,1
14550,SO55353,4,1
14551,SO55354,1,1
14552,SO55354,2,1
14553,SO55354,3,1
14554,SO55355,1,1
14555,SO55355,2,1
14556,SO55355,3,1
14557,SO55356,1,1
14558,SO55356,2,1
14559,SO55356,3,1
14560,SO55357,1,1
14561,SO55358,1,1
14562,SO55358,2,1
14563,SO55359,1,1
14564,SO55359,2,1
14565,SO55359,3,1
14566,SO55360,1,1
14567,SO55360,2,1
14568,SO55361,1,1
14569,SO55361,1,10
14570,SO55361,2,1
14571,SO55361,2,10
14572,SO55361,3,1
14573,SO55361,3,10
14574,SO55362,1,1
14575,SO55362,2,1
14576,SO55362,3,1
14577,SO55362,4,1
14578,SO55363,1,1
14579,SO55363,2,1
14580,SO55363,3,1
14581,SO55364,1,1
14582,SO55364,2,1
14583,SO55364,3,1
14584,SO55365,1,1
14585,SO55365,2,1
14586,SO55366,1,1
14587,SO55366,2,1
14588,SO55367,1,1
14589,SO55367,2,1
14590,SO55367,3,1
14591,SO55367,4,1
14592,SO55368,1,1
14593,SO55368,2,1
14594,SO55368,3,1
14595,SO55368,4,1
14596,SO55369,1,1
14597,SO55369,2,1
14598,SO55369,3,1
14599,SO55370,1,1
14600,SO55370,2,1
14601,SO55371,1,6
14602,SO55371,2,6
14603,SO55372,1,1
14604,SO55372,1,2
14605,SO55372,2,1
14606,SO55372,2,2
14607,SO55373,1,2
14608,SO55374,1,2
14609,SO55376,1,1
14610,SO55376,2,1
14611,SO55376,3,1
14612,SO55376,4,1
14613,SO55377,1,1
14614,SO55377,2,1
14615,SO55378,1,1
14616,SO55378,2,1
14617,SO55378,3,1
14618,SO55378,4,1
14619,SO55379,1,1
14620,SO55379,2,1
14621,SO55380,1,1
14622,SO55380,1,2
14623,SO55380,2,1
14624,SO55380,2,2
14625,SO55381,1,1
14626,SO55381,2,1
14627,SO55382,1,1
14628,SO55382,2,1
14629,SO55382,3,1
14630,SO55382,4,1
14631,SO55384,1,1
14632,SO55384,2,1
14633,SO55384,3,1
14634,SO55385,1,1
14635,SO55385,2,1
14636,SO55385,3,1
14637,SO55386,1,1
14638,SO55386,2,1
14639,SO55386,3,1
14640,SO55386,4,1
14641,SO55387,1,1
14642,SO55388,1,1
14643,SO55388,2,1
14644,SO55389,1,1
14645,SO55390,1,1
14646,SO55390,2,1
14647,SO55390,3,1
14648,SO55391,1,1
14649,SO55391,2,1
14650,SO55392,1,1
14651,SO55392,2,1
14652,SO55393,1,1
14653,SO55393,2,1
14654,SO55394,1,1
14655,SO55394,1,10
14656,SO55395,1,6
14657,SO55395,2,6
14658,SO55396,1,6
14659,SO55396,2,6
14660,SO55397,1,1
14661,SO55397,2,1
14662,SO55397,3,1
14663,SO55398,1,1
14664,SO55398,1,2
14665,SO55398,2,1
14666,SO55398,2,2
14667,SO55398,3,1
14668,SO55398,3,2
14669,SO55399,1,1
14670,SO55399,2,1
14671,SO55399,3,1
14672,SO55400,1,1
14673,SO55400,2,1
14674,SO55401,1,1
14675,SO55402,1,1
14676,SO55402,2,1
14677,SO55402,3,1
14678,SO55403,1,1
14679,SO55404,1,4
14680,SO55404,1,10
14681,SO55405,1,1
14682,SO55405,2,1
14683,SO55405,3,1
14684,SO55406,1,1
14685,SO55406,2,1
14686,SO55407,1,1
14687,SO55407,2,1
14688,SO55407,3,1
14689,SO55408,1,4
14690,SO55409,1,1
14691,SO55409,2,1
14692,SO55409,3,1
14693,SO55410,1,1
14694,SO55410,2,1
14695,SO55410,3,1
14696,SO55411,1,1
14697,SO55411,2,1
14698,SO55412,1,1
14699,SO55412,2,1
14700,SO55412,3,1
14701,SO55413,1,1
14702,SO55413,2,1
14703,SO55413,3,1
14704,SO55414,1,1
14705,SO55415,1,1
14706,SO55415,2,1
14707,SO55415,3,1
14708,SO55416,1,1
14709,SO55416,2,1
14710,SO55416,3,1
14711,SO55417,1,1
14712,SO55417,2,1
14713,SO55417,3,1
14714,SO55417,4,1
14715,SO55418,1,1
14716,SO55418,2,1
14717,SO55419,1,1
14718,SO55419,2,1
14719,SO55419,3,1
14720,SO55420,1,1
14721,SO55420,2,1
14722,SO55421,1,1
14723,SO55421,2,1
14724,SO55421,3,1
14725,SO55422,1,1
14726,SO55422,2,1
14727,SO55422,3,1
14728,SO55422,4,1
14729,SO55423,1,1
14730,SO55423,2,1
14731,SO55423,3,1
14732,SO55424,1,1
14733,SO55424,2,1
14734,SO55425,1,1
14735,SO55425,2,1
14736,SO55426,1,1
14737,SO55426,2,1
14738,SO55427,1,1
14739,SO55427,2,1
14740,SO55427,3,1
14741,SO55428,1,1
14742,SO55428,2,1
14743,SO55428,3,1
14744,SO55429,1,4
14745,SO55430,1,4
14746,SO55431,1,1
14747,SO55431,2,1
14748,SO55431,3,1
14749,SO55432,1,4
14750,SO55433,1,4
14751,SO55434,1,1
14752,SO55434,2,1
14753,SO55434,3,1
14754,SO55435,1,1
14755,SO55435,2,1
14756,SO55435,3,1
14757,SO55436,1,1
14758,SO55436,2,1
14759,SO55437,1,2
14760,SO55438,1,1
14761,SO55438,2,1
14762,SO55438,3,1
14763,SO55439,1,1
14764,SO55439,2,1
14765,SO55439,3,1
14766,SO55441,1,1
14767,SO55441,2,1
14768,SO55442,1,2
14769,SO55444,1,1
14770,SO55444,2,1
14771,SO55444,3,1
14772,SO55445,1,1
14773,SO55445,2,1
14774,SO55445,3,1
14775,SO55447,1,1
14776,SO55447,2,1
14777,SO55447,3,1
14778,SO55449,1,1
14779,SO55449,2,1
14780,SO55449,3,1
14781,SO55450,1,1
14782,SO55450,2,1
14783,SO55450,3,1
14784,SO55450,4,1
14785,SO55451,1,1
14786,SO55451,2,1
14787,SO55451,3,1
14788,SO55453,1,1
14789,SO55453,2,1
14790,SO55454,1,1
14791,SO55454,2,1
14792,SO55454,3,1
14793,SO55454,4,1
14794,SO55455,1,1
14795,SO55455,2,1
14796,SO55456,1,1
14797,SO55456,1,10
14798,SO55456,2,1
14799,SO55456,2,10
14800,SO55456,3,1
14801,SO55456,3,10
14802,SO55457,1,1
14803,SO55457,2,1
14804,SO55457,3,1
14805,SO55458,1,1
14806,SO55459,1,6
14807,SO55460,1,1
14808,SO55460,2,1
14809,SO55460,3,1
14810,SO55461,1,1
14811,SO55462,1,1
14812,SO55462,1,10
14813,SO55462,2,1
14814,SO55462,2,10
14815,SO55462,3,1
14816,SO55462,3,10
14817,SO55462,4,1
14818,SO55462,4,10
14819,SO55463,1,1
14820,SO55463,2,1
14821,SO55463,3,1
14822,SO55464,1,1
14823,SO55464,2,1
14824,SO55465,1,1
14825,SO55465,2,1
14826,SO55465,3,1
14827,SO55465,4,1
14828,SO55466,1,1
14829,SO55466,2,1
14830,SO55467,1,1
14831,SO55467,2,1
14832,SO55468,1,1
14833,SO55469,1,1
14834,SO55469,2,1
14835,SO55469,3,1
14836,SO55470,1,1
14837,SO55470,2,1
14838,SO55471,1,1
14839,SO55471,2,1
14840,SO55471,3,1
14841,SO55471,4,1
14842,SO55472,1,1
14843,SO55472,2,1
14844,SO55472,3,1
14845,SO55473,1,1
14846,SO55473,2,1
14847,SO55474,1,6
14848,SO55475,1,1
14849,SO55475,2,1
14850,SO55476,1,1
14851,SO55476,2,1
14852,SO55477,1,1
14853,SO55477,1,10
14854,SO55477,2,1
14855,SO55477,2,10
14856,SO55478,1,1
14857,SO55479,1,1
14858,SO55479,2,1
14859,SO55480,1,1
14860,SO55480,2,1
14861,SO55481,1,1
14862,SO55481,2,1
14863,SO55481,3,1
14864,SO55482,1,1
14865,SO55482,2,1
14866,SO55483,1,1
14867,SO55483,1,10
14868,SO55483,2,1
14869,SO55483,2,10
14870,SO55483,3,1
14871,SO55483,3,10
14872,SO55484,1,1
14873,SO55484,2,1
14874,SO55484,3,1
14875,SO55485,1,1
14876,SO55485,2,1
14877,SO55485,3,1
14878,SO55486,1,1
14879,SO55486,2,1
14880,SO55486,3,1
14881,SO55487,1,1
14882,SO55487,2,1
14883,SO55487,3,1
14884,SO55488,1,1
14885,SO55488,2,1
14886,SO55488,3,1
14887,SO55488,4,1
14888,SO55489,1,1
14889,SO55489,2,1
14890,SO55489,3,1
14891,SO55490,1,1
14892,SO55490,2,1
14893,SO55490,3,1
14894,SO55491,1,1
14895,SO55491,1,2
14896,SO55491,2,1
14897,SO55491,2,2
14898,SO55491,3,1
14899,SO55491,3,2
14900,SO55492,1,1
14901,SO55492,1,2
14902,SO55492,2,1
14903,SO55492,2,2
14904,SO55493,1,1
14905,SO55493,2,1
14906,SO55493,3,1
14907,SO55497,1,5
14908,SO55499,1,6
14909,SO55499,2,6
