,DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
888,20070608,2007-06-08,6,Friday,Viernes,Vendredi,8,159,23,June,Junio,Juin,6,2,2007,1,4,2007,2
889,20070609,2007-06-09,7,Saturday,Sábado,Samedi,9,160,23,June,Junio,Juin,6,2,2007,1,4,2007,2
890,20070610,2007-06-10,1,Sunday,Domingo,Dimanche,10,161,24,June,Junio,Juin,6,2,2007,1,4,2007,2
891,20070611,2007-06-11,2,Monday,Lunes,Lundi,11,162,24,June,Junio,Juin,6,2,2007,1,4,2007,2
892,20070612,2007-06-12,3,Tuesday,Martes,Mardi,12,163,24,June,Junio,Juin,6,2,2007,1,4,2007,2
893,20070613,2007-06-13,4,Wednesday,Miércoles,Mercredi,13,164,24,June,Junio,Juin,6,2,2007,1,4,2007,2
894,20070614,2007-06-14,5,Thursday,Jueves,Jeudi,14,165,24,June,Junio,Juin,6,2,2007,1,4,2007,2
895,20070615,2007-06-15,6,Friday,Viernes,Vendredi,15,166,24,June,Junio,Juin,6,2,2007,1,4,2007,2
896,20070616,2007-06-16,7,Saturday,Sábado,Samedi,16,167,24,June,Junio,Juin,6,2,2007,1,4,2007,2
897,20070617,2007-06-17,1,Sunday,Domingo,Dimanche,17,168,25,June,Junio,Juin,6,2,2007,1,4,2007,2
898,20070618,2007-06-18,2,Monday,Lunes,Lundi,18,169,25,June,Junio,Juin,6,2,2007,1,4,2007,2
899,20070619,2007-06-19,3,Tuesday,Martes,Mardi,19,170,25,June,Junio,Juin,6,2,2007,1,4,2007,2
900,20070620,2007-06-20,4,Wednesday,Miércoles,Mercredi,20,171,25,June,Junio,Juin,6,2,2007,1,4,2007,2
901,20070621,2007-06-21,5,Thursday,Jueves,Jeudi,21,172,25,June,Junio,Juin,6,2,2007,1,4,2007,2
902,20070622,2007-06-22,6,Friday,Viernes,Vendredi,22,173,25,June,Junio,Juin,6,2,2007,1,4,2007,2
903,20070623,2007-06-23,7,Saturday,Sábado,Samedi,23,174,25,June,Junio,Juin,6,2,2007,1,4,2007,2
904,20070624,2007-06-24,1,Sunday,Domingo,Dimanche,24,175,26,June,Junio,Juin,6,2,2007,1,4,2007,2
905,20070625,2007-06-25,2,Monday,Lunes,Lundi,25,176,26,June,Junio,Juin,6,2,2007,1,4,2007,2
906,20070626,2007-06-26,3,Tuesday,Martes,Mardi,26,177,26,June,Junio,Juin,6,2,2007,1,4,2007,2
907,20070627,2007-06-27,4,Wednesday,Miércoles,Mercredi,27,178,26,June,Junio,Juin,6,2,2007,1,4,2007,2
908,20070628,2007-06-28,5,Thursday,Jueves,Jeudi,28,179,26,June,Junio,Juin,6,2,2007,1,4,2007,2
909,20070629,2007-06-29,6,Friday,Viernes,Vendredi,29,180,26,June,Junio,Juin,6,2,2007,1,4,2007,2
910,20070630,2007-06-30,7,Saturday,Sábado,Samedi,30,181,26,June,Junio,Juin,6,2,2007,1,4,2007,2
911,20070701,2007-07-01,1,Sunday,Domingo,Dimanche,1,182,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
912,20070702,2007-07-02,2,Monday,Lunes,Lundi,2,183,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
913,20070703,2007-07-03,3,Tuesday,Martes,Mardi,3,184,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
914,20070704,2007-07-04,4,Wednesday,Miércoles,Mercredi,4,185,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
915,20070705,2007-07-05,5,Thursday,Jueves,Jeudi,5,186,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
916,20070706,2007-07-06,6,Friday,Viernes,Vendredi,6,187,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
917,20070707,2007-07-07,7,Saturday,Sábado,Samedi,7,188,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
918,20070708,2007-07-08,1,Sunday,Domingo,Dimanche,8,189,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
919,20070709,2007-07-09,2,Monday,Lunes,Lundi,9,190,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
920,20070710,2007-07-10,3,Tuesday,Martes,Mardi,10,191,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
921,20070711,2007-07-11,4,Wednesday,Miércoles,Mercredi,11,192,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
922,20070712,2007-07-12,5,Thursday,Jueves,Jeudi,12,193,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
923,20070713,2007-07-13,6,Friday,Viernes,Vendredi,13,194,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
924,20070714,2007-07-14,7,Saturday,Sábado,Samedi,14,195,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
925,20070715,2007-07-15,1,Sunday,Domingo,Dimanche,15,196,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
926,20070716,2007-07-16,2,Monday,Lunes,Lundi,16,197,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
927,20070717,2007-07-17,3,Tuesday,Martes,Mardi,17,198,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
928,20070718,2007-07-18,4,Wednesday,Miércoles,Mercredi,18,199,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
929,20070719,2007-07-19,5,Thursday,Jueves,Jeudi,19,200,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
930,20070720,2007-07-20,6,Friday,Viernes,Vendredi,20,201,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
931,20070721,2007-07-21,7,Saturday,Sábado,Samedi,21,202,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
932,20070722,2007-07-22,1,Sunday,Domingo,Dimanche,22,203,30,July,Julio,Juillet,7,3,2007,2,1,2008,1
933,20070723,2007-07-23,2,Monday,Lunes,Lundi,23,204,30,July,Julio,Juillet,7,3,2007,2,1,2008,1
934,20070724,2007-07-24,3,Tuesday,Martes,Mardi,24,205,30,July,Julio,Juillet,7,3,2007,2,1,2008,1
935,20070725,2007-07-25,4,Wednesday,Miércoles,Mercredi,25,206,30,July,Julio,Juillet,7,3,2007,2,1,2008,1
936,20070726,2007-07-26,5,Thursday,Jueves,Jeudi,26,207,30,July,Julio,Juillet,7,3,2007,2,1,2008,1
937,20070727,2007-07-27,6,Friday,Viernes,Vendredi,27,208,30,July,Julio,Juillet,7,3,2007,2,1,2008,1
938,20070728,2007-07-28,7,Saturday,Sábado,Samedi,28,209,30,July,Julio,Juillet,7,3,2007,2,1,2008,1
939,20070729,2007-07-29,1,Sunday,Domingo,Dimanche,29,210,31,July,Julio,Juillet,7,3,2007,2,1,2008,1
940,20070730,2007-07-30,2,Monday,Lunes,Lundi,30,211,31,July,Julio,Juillet,7,3,2007,2,1,2008,1
941,20070731,2007-07-31,3,Tuesday,Martes,Mardi,31,212,31,July,Julio,Juillet,7,3,2007,2,1,2008,1
942,20070801,2007-08-01,4,Wednesday,Miércoles,Mercredi,1,213,31,August,Agosto,Août,8,3,2007,2,1,2008,1
943,20070802,2007-08-02,5,Thursday,Jueves,Jeudi,2,214,31,August,Agosto,Août,8,3,2007,2,1,2008,1
944,20070803,2007-08-03,6,Friday,Viernes,Vendredi,3,215,31,August,Agosto,Août,8,3,2007,2,1,2008,1
945,20070804,2007-08-04,7,Saturday,Sábado,Samedi,4,216,31,August,Agosto,Août,8,3,2007,2,1,2008,1
946,20070805,2007-08-05,1,Sunday,Domingo,Dimanche,5,217,32,August,Agosto,Août,8,3,2007,2,1,2008,1
947,20070806,2007-08-06,2,Monday,Lunes,Lundi,6,218,32,August,Agosto,Août,8,3,2007,2,1,2008,1
948,20070807,2007-08-07,3,Tuesday,Martes,Mardi,7,219,32,August,Agosto,Août,8,3,2007,2,1,2008,1
949,20070808,2007-08-08,4,Wednesday,Miércoles,Mercredi,8,220,32,August,Agosto,Août,8,3,2007,2,1,2008,1
950,20070809,2007-08-09,5,Thursday,Jueves,Jeudi,9,221,32,August,Agosto,Août,8,3,2007,2,1,2008,1
951,20070810,2007-08-10,6,Friday,Viernes,Vendredi,10,222,32,August,Agosto,Août,8,3,2007,2,1,2008,1
952,20070811,2007-08-11,7,Saturday,Sábado,Samedi,11,223,32,August,Agosto,Août,8,3,2007,2,1,2008,1
953,20070812,2007-08-12,1,Sunday,Domingo,Dimanche,12,224,33,August,Agosto,Août,8,3,2007,2,1,2008,1
954,20070813,2007-08-13,2,Monday,Lunes,Lundi,13,225,33,August,Agosto,Août,8,3,2007,2,1,2008,1
955,20070814,2007-08-14,3,Tuesday,Martes,Mardi,14,226,33,August,Agosto,Août,8,3,2007,2,1,2008,1
956,20070815,2007-08-15,4,Wednesday,Miércoles,Mercredi,15,227,33,August,Agosto,Août,8,3,2007,2,1,2008,1
957,20070816,2007-08-16,5,Thursday,Jueves,Jeudi,16,228,33,August,Agosto,Août,8,3,2007,2,1,2008,1
958,20070817,2007-08-17,6,Friday,Viernes,Vendredi,17,229,33,August,Agosto,Août,8,3,2007,2,1,2008,1
959,20070818,2007-08-18,7,Saturday,Sábado,Samedi,18,230,33,August,Agosto,Août,8,3,2007,2,1,2008,1
960,20070819,2007-08-19,1,Sunday,Domingo,Dimanche,19,231,34,August,Agosto,Août,8,3,2007,2,1,2008,1
961,20070820,2007-08-20,2,Monday,Lunes,Lundi,20,232,34,August,Agosto,Août,8,3,2007,2,1,2008,1
962,20070821,2007-08-21,3,Tuesday,Martes,Mardi,21,233,34,August,Agosto,Août,8,3,2007,2,1,2008,1
963,20070822,2007-08-22,4,Wednesday,Miércoles,Mercredi,22,234,34,August,Agosto,Août,8,3,2007,2,1,2008,1
964,20070823,2007-08-23,5,Thursday,Jueves,Jeudi,23,235,34,August,Agosto,Août,8,3,2007,2,1,2008,1
965,20070824,2007-08-24,6,Friday,Viernes,Vendredi,24,236,34,August,Agosto,Août,8,3,2007,2,1,2008,1
966,20070825,2007-08-25,7,Saturday,Sábado,Samedi,25,237,34,August,Agosto,Août,8,3,2007,2,1,2008,1
967,20070826,2007-08-26,1,Sunday,Domingo,Dimanche,26,238,35,August,Agosto,Août,8,3,2007,2,1,2008,1
968,20070827,2007-08-27,2,Monday,Lunes,Lundi,27,239,35,August,Agosto,Août,8,3,2007,2,1,2008,1
969,20070828,2007-08-28,3,Tuesday,Martes,Mardi,28,240,35,August,Agosto,Août,8,3,2007,2,1,2008,1
970,20070829,2007-08-29,4,Wednesday,Miércoles,Mercredi,29,241,35,August,Agosto,Août,8,3,2007,2,1,2008,1
971,20070830,2007-08-30,5,Thursday,Jueves,Jeudi,30,242,35,August,Agosto,Août,8,3,2007,2,1,2008,1
972,20070831,2007-08-31,6,Friday,Viernes,Vendredi,31,243,35,August,Agosto,Août,8,3,2007,2,1,2008,1
973,20070901,2007-09-01,7,Saturday,Sábado,Samedi,1,244,35,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
974,20070902,2007-09-02,1,Sunday,Domingo,Dimanche,2,245,36,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
975,20070903,2007-09-03,2,Monday,Lunes,Lundi,3,246,36,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
976,20070904,2007-09-04,3,Tuesday,Martes,Mardi,4,247,36,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
977,20070905,2007-09-05,4,Wednesday,Miércoles,Mercredi,5,248,36,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
978,20070906,2007-09-06,5,Thursday,Jueves,Jeudi,6,249,36,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
979,20070907,2007-09-07,6,Friday,Viernes,Vendredi,7,250,36,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
980,20070908,2007-09-08,7,Saturday,Sábado,Samedi,8,251,36,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
981,20070909,2007-09-09,1,Sunday,Domingo,Dimanche,9,252,37,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
982,20070910,2007-09-10,2,Monday,Lunes,Lundi,10,253,37,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
983,20070911,2007-09-11,3,Tuesday,Martes,Mardi,11,254,37,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
984,20070912,2007-09-12,4,Wednesday,Miércoles,Mercredi,12,255,37,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
985,20070913,2007-09-13,5,Thursday,Jueves,Jeudi,13,256,37,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
986,20070914,2007-09-14,6,Friday,Viernes,Vendredi,14,257,37,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
987,20070915,2007-09-15,7,Saturday,Sábado,Samedi,15,258,37,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
988,20070916,2007-09-16,1,Sunday,Domingo,Dimanche,16,259,38,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
989,20070917,2007-09-17,2,Monday,Lunes,Lundi,17,260,38,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
990,20070918,2007-09-18,3,Tuesday,Martes,Mardi,18,261,38,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
991,20070919,2007-09-19,4,Wednesday,Miércoles,Mercredi,19,262,38,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
992,20070920,2007-09-20,5,Thursday,Jueves,Jeudi,20,263,38,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
993,20070921,2007-09-21,6,Friday,Viernes,Vendredi,21,264,38,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
994,20070922,2007-09-22,7,Saturday,Sábado,Samedi,22,265,38,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
995,20070923,2007-09-23,1,Sunday,Domingo,Dimanche,23,266,39,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
996,20070924,2007-09-24,2,Monday,Lunes,Lundi,24,267,39,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
997,20070925,2007-09-25,3,Tuesday,Martes,Mardi,25,268,39,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
998,20070926,2007-09-26,4,Wednesday,Miércoles,Mercredi,26,269,39,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
999,20070927,2007-09-27,5,Thursday,Jueves,Jeudi,27,270,39,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
1000,20070928,2007-09-28,6,Friday,Viernes,Vendredi,28,271,39,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
1001,20070929,2007-09-29,7,Saturday,Sábado,Samedi,29,272,39,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
1002,20070930,2007-09-30,1,Sunday,Domingo,Dimanche,30,273,40,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
1003,20071001,2007-10-01,2,Monday,Lunes,Lundi,1,274,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1004,20071002,2007-10-02,3,Tuesday,Martes,Mardi,2,275,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1005,20071003,2007-10-03,4,Wednesday,Miércoles,Mercredi,3,276,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1006,20071004,2007-10-04,5,Thursday,Jueves,Jeudi,4,277,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1007,20071005,2007-10-05,6,Friday,Viernes,Vendredi,5,278,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1008,20071006,2007-10-06,7,Saturday,Sábado,Samedi,6,279,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1009,20071007,2007-10-07,1,Sunday,Domingo,Dimanche,7,280,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1010,20071008,2007-10-08,2,Monday,Lunes,Lundi,8,281,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1011,20071009,2007-10-09,3,Tuesday,Martes,Mardi,9,282,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1012,20071010,2007-10-10,4,Wednesday,Miércoles,Mercredi,10,283,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1013,20071011,2007-10-11,5,Thursday,Jueves,Jeudi,11,284,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1014,20071012,2007-10-12,6,Friday,Viernes,Vendredi,12,285,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1015,20071013,2007-10-13,7,Saturday,Sábado,Samedi,13,286,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1016,20071014,2007-10-14,1,Sunday,Domingo,Dimanche,14,287,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1017,20071015,2007-10-15,2,Monday,Lunes,Lundi,15,288,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1018,20071016,2007-10-16,3,Tuesday,Martes,Mardi,16,289,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1019,20071017,2007-10-17,4,Wednesday,Miércoles,Mercredi,17,290,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1020,20071018,2007-10-18,5,Thursday,Jueves,Jeudi,18,291,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1021,20071019,2007-10-19,6,Friday,Viernes,Vendredi,19,292,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1022,20071020,2007-10-20,7,Saturday,Sábado,Samedi,20,293,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1023,20071021,2007-10-21,1,Sunday,Domingo,Dimanche,21,294,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1024,20071022,2007-10-22,2,Monday,Lunes,Lundi,22,295,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1025,20071023,2007-10-23,3,Tuesday,Martes,Mardi,23,296,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1026,20071024,2007-10-24,4,Wednesday,Miércoles,Mercredi,24,297,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1027,20071025,2007-10-25,5,Thursday,Jueves,Jeudi,25,298,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1028,20071026,2007-10-26,6,Friday,Viernes,Vendredi,26,299,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1029,20071027,2007-10-27,7,Saturday,Sábado,Samedi,27,300,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1030,20071028,2007-10-28,1,Sunday,Domingo,Dimanche,28,301,44,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1031,20071029,2007-10-29,2,Monday,Lunes,Lundi,29,302,44,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1032,20071030,2007-10-30,3,Tuesday,Martes,Mardi,30,303,44,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1033,20071031,2007-10-31,4,Wednesday,Miércoles,Mercredi,31,304,44,October,Octubre,Octobre,10,4,2007,2,2,2008,1
1034,20071101,2007-11-01,5,Thursday,Jueves,Jeudi,1,305,44,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1035,20071102,2007-11-02,6,Friday,Viernes,Vendredi,2,306,44,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1036,20071103,2007-11-03,7,Saturday,Sábado,Samedi,3,307,44,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1037,20071104,2007-11-04,1,Sunday,Domingo,Dimanche,4,308,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1038,20071105,2007-11-05,2,Monday,Lunes,Lundi,5,309,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1039,20071106,2007-11-06,3,Tuesday,Martes,Mardi,6,310,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1040,20071107,2007-11-07,4,Wednesday,Miércoles,Mercredi,7,311,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1041,20071108,2007-11-08,5,Thursday,Jueves,Jeudi,8,312,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1042,20071109,2007-11-09,6,Friday,Viernes,Vendredi,9,313,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1043,20071110,2007-11-10,7,Saturday,Sábado,Samedi,10,314,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1044,20071111,2007-11-11,1,Sunday,Domingo,Dimanche,11,315,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1045,20071112,2007-11-12,2,Monday,Lunes,Lundi,12,316,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1046,20071113,2007-11-13,3,Tuesday,Martes,Mardi,13,317,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1047,20071114,2007-11-14,4,Wednesday,Miércoles,Mercredi,14,318,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1048,20071115,2007-11-15,5,Thursday,Jueves,Jeudi,15,319,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1049,20071116,2007-11-16,6,Friday,Viernes,Vendredi,16,320,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1050,20071117,2007-11-17,7,Saturday,Sábado,Samedi,17,321,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1051,20071118,2007-11-18,1,Sunday,Domingo,Dimanche,18,322,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1052,20071119,2007-11-19,2,Monday,Lunes,Lundi,19,323,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1053,20071120,2007-11-20,3,Tuesday,Martes,Mardi,20,324,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1054,20071121,2007-11-21,4,Wednesday,Miércoles,Mercredi,21,325,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1055,20071122,2007-11-22,5,Thursday,Jueves,Jeudi,22,326,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1056,20071123,2007-11-23,6,Friday,Viernes,Vendredi,23,327,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1057,20071124,2007-11-24,7,Saturday,Sábado,Samedi,24,328,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1058,20071125,2007-11-25,1,Sunday,Domingo,Dimanche,25,329,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1059,20071126,2007-11-26,2,Monday,Lunes,Lundi,26,330,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1060,20071127,2007-11-27,3,Tuesday,Martes,Mardi,27,331,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1061,20071128,2007-11-28,4,Wednesday,Miércoles,Mercredi,28,332,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1062,20071129,2007-11-29,5,Thursday,Jueves,Jeudi,29,333,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1063,20071130,2007-11-30,6,Friday,Viernes,Vendredi,30,334,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
1064,20071201,2007-12-01,7,Saturday,Sábado,Samedi,1,335,48,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1065,20071202,2007-12-02,1,Sunday,Domingo,Dimanche,2,336,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1066,20071203,2007-12-03,2,Monday,Lunes,Lundi,3,337,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1067,20071204,2007-12-04,3,Tuesday,Martes,Mardi,4,338,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1068,20071205,2007-12-05,4,Wednesday,Miércoles,Mercredi,5,339,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1069,20071206,2007-12-06,5,Thursday,Jueves,Jeudi,6,340,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1070,20071207,2007-12-07,6,Friday,Viernes,Vendredi,7,341,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1071,20071208,2007-12-08,7,Saturday,Sábado,Samedi,8,342,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1072,20071209,2007-12-09,1,Sunday,Domingo,Dimanche,9,343,50,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1073,20071210,2007-12-10,2,Monday,Lunes,Lundi,10,344,50,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1074,20071211,2007-12-11,3,Tuesday,Martes,Mardi,11,345,50,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1075,20071212,2007-12-12,4,Wednesday,Miércoles,Mercredi,12,346,50,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1076,20071213,2007-12-13,5,Thursday,Jueves,Jeudi,13,347,50,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1077,20071214,2007-12-14,6,Friday,Viernes,Vendredi,14,348,50,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1078,20071215,2007-12-15,7,Saturday,Sábado,Samedi,15,349,50,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1079,20071216,2007-12-16,1,Sunday,Domingo,Dimanche,16,350,51,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1080,20071217,2007-12-17,2,Monday,Lunes,Lundi,17,351,51,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1081,20071218,2007-12-18,3,Tuesday,Martes,Mardi,18,352,51,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1082,20071219,2007-12-19,4,Wednesday,Miércoles,Mercredi,19,353,51,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1083,20071220,2007-12-20,5,Thursday,Jueves,Jeudi,20,354,51,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1084,20071221,2007-12-21,6,Friday,Viernes,Vendredi,21,355,51,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1085,20071222,2007-12-22,7,Saturday,Sábado,Samedi,22,356,51,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1086,20071223,2007-12-23,1,Sunday,Domingo,Dimanche,23,357,52,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1087,20071224,2007-12-24,2,Monday,Lunes,Lundi,24,358,52,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1088,20071225,2007-12-25,3,Tuesday,Martes,Mardi,25,359,52,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1089,20071226,2007-12-26,4,Wednesday,Miércoles,Mercredi,26,360,52,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1090,20071227,2007-12-27,5,Thursday,Jueves,Jeudi,27,361,52,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1091,20071228,2007-12-28,6,Friday,Viernes,Vendredi,28,362,52,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1092,20071229,2007-12-29,7,Saturday,Sábado,Samedi,29,363,52,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1093,20071230,2007-12-30,1,Sunday,Domingo,Dimanche,30,364,53,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1094,20071231,2007-12-31,2,Monday,Lunes,Lundi,31,365,53,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
1095,20080101,2008-01-01,3,Tuesday,Martes,Mardi,1,1,1,January,Enero,Janvier,1,1,2008,1,3,2008,2
1096,20080102,2008-01-02,4,Wednesday,Miércoles,Mercredi,2,2,1,January,Enero,Janvier,1,1,2008,1,3,2008,2
1097,20080103,2008-01-03,5,Thursday,Jueves,Jeudi,3,3,1,January,Enero,Janvier,1,1,2008,1,3,2008,2
1098,20080104,2008-01-04,6,Friday,Viernes,Vendredi,4,4,1,January,Enero,Janvier,1,1,2008,1,3,2008,2
1099,20080105,2008-01-05,7,Saturday,Sábado,Samedi,5,5,1,January,Enero,Janvier,1,1,2008,1,3,2008,2
1100,20080106,2008-01-06,1,Sunday,Domingo,Dimanche,6,6,2,January,Enero,Janvier,1,1,2008,1,3,2008,2
