,SurveyResponseKey,DateKey,CustomerKey,ProductCategoryKey,EnglishProductCategoryName,ProductSubcategoryKey,EnglishProductSubcategoryName,Date
425,426,20120307,15120,4,Accessories,29,Cleaners,2012-03-07
426,427,20120307,15120,4,Accessories,32,Hydration Packs,2012-03-07
427,428,20120330,15124,3,Clothing,20,Gloves,2012-03-30
428,429,20120423,15127,4,Accessories,33,Lights,2012-04-23
429,430,20120303,15139,3,Clothing,21,Jerseys,2012-03-03
430,431,20120303,15139,4,Accessories,26,Bike Racks,2012-03-03
431,432,20120303,15139,4,Accessories,30,Fenders,2012-03-03
432,433,20120330,15145,4,Accessories,35,Panniers,2012-03-30
433,434,20120305,15153,3,Clothing,18,Bib-Shorts,2012-03-05
434,435,20120305,15153,3,Clothing,22,Shorts,2012-03-05
435,436,20120305,15153,4,Accessories,26,Bike Racks,2012-03-05
436,437,20120305,15153,4,Accessories,36,Pumps,2012-03-05
437,438,20120331,15157,3,Clothing,23,Socks,2012-03-31
438,439,20120418,15186,3,Clothing,24,Tights,2012-04-18
439,440,20120404,15187,4,Accessories,30,Fenders,2012-04-04
440,441,20120404,15187,4,Accessories,36,Pumps,2012-04-04
441,442,20120303,15192,3,Clothing,24,Tights,2012-03-03
442,443,20120321,15211,3,Clothing,19,Caps,2012-03-21
443,444,20120329,15212,3,Clothing,18,Bib-Shorts,2012-03-29
444,445,20120309,15215,4,Accessories,26,Bike Racks,2012-03-09
445,446,20120309,15215,4,Accessories,35,Panniers,2012-03-09
446,447,20120309,15215,4,Accessories,36,Pumps,2012-03-09
447,448,20120315,15217,4,Accessories,28,Bottles and Cages,2012-03-15
448,449,20120315,15217,4,Accessories,29,Cleaners,2012-03-15
449,450,20120307,15222,3,Clothing,19,Caps,2012-03-07
450,451,20120307,15222,3,Clothing,21,Jerseys,2012-03-07
451,452,20120307,15222,4,Accessories,31,Helmets,2012-03-07
452,453,20120418,15226,3,Clothing,23,Socks,2012-04-18
453,454,20120328,15229,4,Accessories,32,Hydration Packs,2012-03-28
454,455,20120229,15238,4,Accessories,29,Cleaners,2012-02-29
455,456,20120313,15241,3,Clothing,20,Gloves,2012-03-13
456,457,20120313,15241,3,Clothing,22,Shorts,2012-03-13
457,458,20120415,15253,3,Clothing,20,Gloves,2012-04-15
458,459,20120418,15262,3,Clothing,23,Socks,2012-04-18
459,460,20120418,15262,4,Accessories,33,Lights,2012-04-18
460,461,20120416,15340,3,Clothing,19,Caps,2012-04-16
461,462,20120310,15362,4,Accessories,31,Helmets,2012-03-10
462,463,20120302,15434,3,Clothing,19,Caps,2012-03-02
463,464,20120302,15434,3,Clothing,25,Vests,2012-03-02
464,465,20120321,15436,3,Clothing,21,Jerseys,2012-03-21
465,466,20120310,15453,3,Clothing,22,Shorts,2012-03-10
466,467,20120310,15453,4,Accessories,31,Helmets,2012-03-10
467,468,20120422,15455,4,Accessories,27,Bike Stands,2012-04-22
468,469,20120315,15461,4,Accessories,28,Bottles and Cages,2012-03-15
469,470,20120403,15465,3,Clothing,19,Caps,2012-04-03
470,471,20120403,15465,3,Clothing,25,Vests,2012-04-03
471,472,20120419,15488,3,Clothing,23,Socks,2012-04-19
472,473,20120313,15572,3,Clothing,25,Vests,2012-03-13
473,474,20120313,15572,4,Accessories,37,Tires and Tubes,2012-03-13
474,475,20120414,15576,3,Clothing,24,Tights,2012-04-14
475,476,20120414,15576,4,Accessories,30,Fenders,2012-04-14
476,477,20120328,15578,3,Clothing,25,Vests,2012-03-28
477,478,20120303,15590,4,Accessories,34,Locks,2012-03-03
478,479,20120303,15591,4,Accessories,27,Bike Stands,2012-03-03
479,480,20120303,15591,4,Accessories,28,Bottles and Cages,2012-03-03
480,481,20120403,15597,3,Clothing,23,Socks,2012-04-03
481,482,20120403,15597,4,Accessories,34,Locks,2012-04-03
482,483,20120322,15602,4,Accessories,31,Helmets,2012-03-22
483,484,20120404,15614,3,Clothing,19,Caps,2012-04-04
484,485,20120324,15635,4,Accessories,26,Bike Racks,2012-03-24
485,486,20120324,15635,4,Accessories,29,Cleaners,2012-03-24
486,487,20120406,15644,3,Clothing,25,Vests,2012-04-06
487,488,20120304,15648,4,Accessories,31,Helmets,2012-03-04
488,489,20120304,15679,3,Clothing,23,Socks,2012-03-04
489,490,20120309,15681,3,Clothing,21,Jerseys,2012-03-09
490,491,20120309,15681,4,Accessories,27,Bike Stands,2012-03-09
491,492,20120401,15683,3,Clothing,24,Tights,2012-04-01
492,493,20120401,15683,4,Accessories,33,Lights,2012-04-01
493,494,20120328,15689,3,Clothing,24,Tights,2012-03-28
494,495,20120328,15689,4,Accessories,33,Lights,2012-03-28
495,496,20120412,15692,4,Accessories,29,Cleaners,2012-04-12
496,497,20120318,15730,3,Clothing,23,Socks,2012-03-18
497,498,20120318,15730,3,Clothing,24,Tights,2012-03-18
498,499,20120318,15730,4,Accessories,36,Pumps,2012-03-18
499,500,20120413,15748,3,Clothing,22,Shorts,2012-04-13
500,501,20120322,15756,3,Clothing,22,Shorts,2012-03-22
501,502,20120419,15757,3,Clothing,18,Bib-Shorts,2012-04-19
502,503,20120324,15758,4,Accessories,30,Fenders,2012-03-24
503,504,20120302,15760,3,Clothing,19,Caps,2012-03-02
504,505,20120326,15767,3,Clothing,22,Shorts,2012-03-26
505,506,20120326,15767,3,Clothing,23,Socks,2012-03-26
506,507,20120326,15767,4,Accessories,30,Fenders,2012-03-26
507,508,20120309,15786,4,Accessories,29,Cleaners,2012-03-09
508,509,20120305,15788,3,Clothing,23,Socks,2012-03-05
509,510,20120305,15788,4,Accessories,35,Panniers,2012-03-05
510,511,20120312,15793,3,Clothing,22,Shorts,2012-03-12
511,512,20120312,15793,3,Clothing,24,Tights,2012-03-12
512,513,20120312,15793,3,Clothing,25,Vests,2012-03-12
513,514,20120312,15793,4,Accessories,27,Bike Stands,2012-03-12
514,515,20120402,15800,4,Accessories,33,Lights,2012-04-02
515,516,20120311,15803,3,Clothing,25,Vests,2012-03-11
516,517,20120330,15815,4,Accessories,31,Helmets,2012-03-30
517,518,20120402,15829,4,Accessories,26,Bike Racks,2012-04-02
518,519,20120417,15832,3,Clothing,25,Vests,2012-04-17
519,520,20120305,15856,3,Clothing,24,Tights,2012-03-05
520,521,20120325,15866,3,Clothing,25,Vests,2012-03-25
521,522,20120325,15866,4,Accessories,29,Cleaners,2012-03-25
522,523,20120407,16020,3,Clothing,18,Bib-Shorts,2012-04-07
523,524,20120422,16021,3,Clothing,21,Jerseys,2012-04-22
524,525,20120305,16032,3,Clothing,18,Bib-Shorts,2012-03-05
525,526,20120305,16032,3,Clothing,24,Tights,2012-03-05
526,527,20120305,16032,4,Accessories,26,Bike Racks,2012-03-05
527,528,20120305,16032,4,Accessories,28,Bottles and Cages,2012-03-05
528,529,20120305,16032,4,Accessories,32,Hydration Packs,2012-03-05
529,530,20120414,16083,3,Clothing,24,Tights,2012-04-14
530,531,20120414,16083,4,Accessories,32,Hydration Packs,2012-04-14
531,532,20120404,16096,4,Accessories,31,Helmets,2012-04-04
532,533,20120422,16109,4,Accessories,30,Fenders,2012-04-22
533,534,20120424,16128,4,Accessories,31,Helmets,2012-04-24
534,535,20120424,16128,4,Accessories,34,Locks,2012-04-24
535,536,20120327,16159,3,Clothing,22,Shorts,2012-03-27
536,537,20120306,16168,4,Accessories,27,Bike Stands,2012-03-06
537,538,20120306,16168,4,Accessories,29,Cleaners,2012-03-06
538,539,20120330,16176,3,Clothing,25,Vests,2012-03-30
539,540,20120315,16179,3,Clothing,21,Jerseys,2012-03-15
540,541,20120311,16180,3,Clothing,25,Vests,2012-03-11
541,542,20120311,16180,4,Accessories,28,Bottles and Cages,2012-03-11
542,543,20120311,16180,4,Accessories,35,Panniers,2012-03-11
543,544,20120405,16213,3,Clothing,21,Jerseys,2012-04-05
544,545,20120308,16251,4,Accessories,29,Cleaners,2012-03-08
545,546,20120308,16251,4,Accessories,34,Locks,2012-03-08
546,547,20120418,16260,4,Accessories,31,Helmets,2012-04-18
547,548,20120418,16260,4,Accessories,35,Panniers,2012-04-18
548,549,20120324,16276,4,Accessories,37,Tires and Tubes,2012-03-24
549,550,20120415,16293,4,Accessories,29,Cleaners,2012-04-15
550,551,20120415,16293,4,Accessories,37,Tires and Tubes,2012-04-15
551,552,20120329,16339,4,Accessories,37,Tires and Tubes,2012-03-29
552,553,20120416,16346,3,Clothing,22,Shorts,2012-04-16
553,554,20120416,16346,4,Accessories,28,Bottles and Cages,2012-04-16
554,555,20120427,16352,4,Accessories,34,Locks,2012-04-27
555,556,20120403,16402,3,Clothing,24,Tights,2012-04-03
556,557,20120403,16402,4,Accessories,37,Tires and Tubes,2012-04-03
557,558,20120418,16406,3,Clothing,19,Caps,2012-04-18
558,559,20120418,16406,4,Accessories,28,Bottles and Cages,2012-04-18
559,560,20120319,16435,4,Accessories,33,Lights,2012-03-19
560,561,20120308,16457,4,Accessories,32,Hydration Packs,2012-03-08
561,562,20120308,16457,4,Accessories,35,Panniers,2012-03-08
562,563,20120401,16481,4,Accessories,31,Helmets,2012-04-01
563,564,20120401,16481,4,Accessories,33,Lights,2012-04-01
564,565,20120420,16483,3,Clothing,20,Gloves,2012-04-20
565,566,20120420,16483,3,Clothing,21,Jerseys,2012-04-20
566,567,20120420,16483,3,Clothing,22,Shorts,2012-04-20
567,568,20120405,16491,4,Accessories,30,Fenders,2012-04-05
568,569,20120405,16491,4,Accessories,32,Hydration Packs,2012-04-05
569,570,20120405,16491,4,Accessories,37,Tires and Tubes,2012-04-05
570,571,20120402,16525,4,Accessories,32,Hydration Packs,2012-04-02
571,572,20120319,16527,4,Accessories,28,Bottles and Cages,2012-03-19
572,573,20120319,16527,4,Accessories,30,Fenders,2012-03-19
573,574,20120319,16527,4,Accessories,36,Pumps,2012-03-19
574,575,20120315,16529,4,Accessories,35,Panniers,2012-03-15
575,576,20120418,16551,3,Clothing,18,Bib-Shorts,2012-04-18
576,577,20120229,16553,3,Clothing,18,Bib-Shorts,2012-02-29
577,578,20120229,16553,4,Accessories,27,Bike Stands,2012-02-29
578,579,20120422,16562,3,Clothing,25,Vests,2012-04-22
579,580,20120420,16563,3,Clothing,19,Caps,2012-04-20
580,581,20120420,16571,3,Clothing,20,Gloves,2012-04-20
581,582,20120329,16601,3,Clothing,21,Jerseys,2012-03-29
582,583,20120329,16601,4,Accessories,29,Cleaners,2012-03-29
583,584,20120306,16610,3,Clothing,23,Socks,2012-03-06
584,585,20120306,16610,4,Accessories,29,Cleaners,2012-03-06
585,586,20120422,16632,4,Accessories,33,Lights,2012-04-22
586,587,20120402,16635,3,Clothing,25,Vests,2012-04-02
587,588,20120402,16635,4,Accessories,30,Fenders,2012-04-02
588,589,20120427,16636,4,Accessories,29,Cleaners,2012-04-27
589,590,20120427,16636,4,Accessories,31,Helmets,2012-04-27
590,591,20120323,16640,3,Clothing,23,Socks,2012-03-23
591,592,20120322,16660,4,Accessories,30,Fenders,2012-03-22
592,593,20120302,16663,3,Clothing,21,Jerseys,2012-03-02
593,594,20120413,16679,4,Accessories,33,Lights,2012-04-13
594,595,20120413,16680,3,Clothing,20,Gloves,2012-04-13
595,596,20120413,16680,4,Accessories,31,Helmets,2012-04-13
596,597,20120424,16682,3,Clothing,18,Bib-Shorts,2012-04-24
597,598,20120424,16682,4,Accessories,37,Tires and Tubes,2012-04-24
598,599,20120303,16689,3,Clothing,20,Gloves,2012-03-03
599,600,20120303,16689,4,Accessories,32,Hydration Packs,2012-03-03
600,601,20120303,16689,4,Accessories,34,Locks,2012-03-03
601,602,20120312,16692,4,Accessories,32,Hydration Packs,2012-03-12
602,603,20120312,16692,4,Accessories,33,Lights,2012-03-12
603,604,20120306,16699,4,Accessories,27,Bike Stands,2012-03-06
604,605,20120306,16699,4,Accessories,29,Cleaners,2012-03-06
605,606,20120330,16704,4,Accessories,29,Cleaners,2012-03-30
606,607,20120414,16705,4,Accessories,31,Helmets,2012-04-14
607,608,20120414,16705,4,Accessories,34,Locks,2012-04-14
608,609,20120320,16706,3,Clothing,25,Vests,2012-03-20
609,610,20120317,16710,4,Accessories,26,Bike Racks,2012-03-17
610,611,20120317,16710,4,Accessories,37,Tires and Tubes,2012-03-17
611,612,20120407,16712,3,Clothing,20,Gloves,2012-04-07
612,613,20120407,16712,3,Clothing,25,Vests,2012-04-07
613,614,20120407,16712,4,Accessories,35,Panniers,2012-04-07
614,615,20120308,16717,4,Accessories,31,Helmets,2012-03-08
615,616,20120308,16717,4,Accessories,37,Tires and Tubes,2012-03-08
616,617,20120229,16743,3,Clothing,21,Jerseys,2012-02-29
617,618,20120229,16743,3,Clothing,23,Socks,2012-02-29
618,619,20120229,16743,4,Accessories,27,Bike Stands,2012-02-29
619,620,20120229,16743,4,Accessories,36,Pumps,2012-02-29
620,621,20120406,16745,3,Clothing,22,Shorts,2012-04-06
621,622,20120405,16754,3,Clothing,21,Jerseys,2012-04-05
622,623,20120405,16754,4,Accessories,37,Tires and Tubes,2012-04-05
623,624,20120407,16828,3,Clothing,20,Gloves,2012-04-07
624,625,20120407,16828,4,Accessories,34,Locks,2012-04-07
625,626,20120403,16837,3,Clothing,18,Bib-Shorts,2012-04-03
626,627,20120403,16837,3,Clothing,19,Caps,2012-04-03
627,628,20120319,16873,3,Clothing,19,Caps,2012-03-19
628,629,20120319,16873,4,Accessories,34,Locks,2012-03-19
629,630,20120419,16876,3,Clothing,24,Tights,2012-04-19
630,631,20120412,16902,3,Clothing,20,Gloves,2012-04-12
631,632,20120412,16902,4,Accessories,30,Fenders,2012-04-12
632,633,20120412,16902,4,Accessories,34,Locks,2012-04-12
633,634,20120426,16921,4,Accessories,32,Hydration Packs,2012-04-26
634,635,20120420,16928,4,Accessories,30,Fenders,2012-04-20
635,636,20120423,16938,3,Clothing,20,Gloves,2012-04-23
636,637,20120423,16938,4,Accessories,29,Cleaners,2012-04-23
637,638,20120302,16945,4,Accessories,27,Bike Stands,2012-03-02
638,639,20120302,16945,4,Accessories,28,Bottles and Cages,2012-03-02
639,640,20120302,16945,4,Accessories,32,Hydration Packs,2012-03-02
640,641,20120308,16964,4,Accessories,26,Bike Racks,2012-03-08
641,642,20120308,16964,4,Accessories,31,Helmets,2012-03-08
642,643,20120412,16995,3,Clothing,18,Bib-Shorts,2012-04-12
643,644,20120412,16995,4,Accessories,30,Fenders,2012-04-12
644,645,20120423,17045,4,Accessories,30,Fenders,2012-04-23
645,646,20120423,17045,4,Accessories,37,Tires and Tubes,2012-04-23
646,647,20120424,17048,3,Clothing,21,Jerseys,2012-04-24
647,648,20120405,17050,3,Clothing,24,Tights,2012-04-05
648,649,20120405,17050,4,Accessories,30,Fenders,2012-04-05
649,650,20120405,17050,4,Accessories,31,Helmets,2012-04-05
650,651,20120410,17053,3,Clothing,21,Jerseys,2012-04-10
651,652,20120410,17053,3,Clothing,24,Tights,2012-04-10
652,653,20120410,17053,4,Accessories,28,Bottles and Cages,2012-04-10
653,654,20120410,17053,4,Accessories,31,Helmets,2012-04-10
654,655,20120305,17055,4,Accessories,35,Panniers,2012-03-05
655,656,20120406,17062,3,Clothing,23,Socks,2012-04-06
656,657,20120424,17075,4,Accessories,37,Tires and Tubes,2012-04-24
657,658,20120323,17077,4,Accessories,33,Lights,2012-03-23
658,659,20120311,17078,4,Accessories,37,Tires and Tubes,2012-03-11
659,660,20120410,17112,3,Clothing,20,Gloves,2012-04-10
660,661,20120410,17112,4,Accessories,36,Pumps,2012-04-10
661,662,20120304,17115,3,Clothing,18,Bib-Shorts,2012-03-04
662,663,20120304,17115,3,Clothing,22,Shorts,2012-03-04
663,664,20120304,17115,4,Accessories,29,Cleaners,2012-03-04
664,665,20120301,17119,3,Clothing,23,Socks,2012-03-01
665,666,20120301,17119,4,Accessories,34,Locks,2012-03-01
666,667,20120305,17203,3,Clothing,22,Shorts,2012-03-05
667,668,20120305,17203,4,Accessories,29,Cleaners,2012-03-05
668,669,20120410,17216,3,Clothing,18,Bib-Shorts,2012-04-10
669,670,20120416,17227,3,Clothing,24,Tights,2012-04-16
670,671,20120416,17227,3,Clothing,25,Vests,2012-04-16
671,672,20120416,17227,4,Accessories,35,Panniers,2012-04-16
672,673,20120301,17231,4,Accessories,32,Hydration Packs,2012-03-01
673,674,20120309,17235,4,Accessories,36,Pumps,2012-03-09
674,675,20120309,17235,4,Accessories,37,Tires and Tubes,2012-03-09
675,676,20120405,17238,4,Accessories,28,Bottles and Cages,2012-04-05
676,677,20120405,17238,4,Accessories,34,Locks,2012-04-05
677,678,20120313,17242,3,Clothing,24,Tights,2012-03-13
678,679,20120319,17246,3,Clothing,19,Caps,2012-03-19
679,680,20120319,17246,4,Accessories,27,Bike Stands,2012-03-19
680,681,20120319,17246,4,Accessories,34,Locks,2012-03-19
681,682,20120416,17251,4,Accessories,28,Bottles and Cages,2012-04-16
682,683,20120414,17258,4,Accessories,26,Bike Racks,2012-04-14
683,684,20120414,17258,4,Accessories,29,Cleaners,2012-04-14
684,685,20120414,17263,4,Accessories,31,Helmets,2012-04-14
685,686,20120310,17279,4,Accessories,26,Bike Racks,2012-03-10
686,687,20120310,17284,4,Accessories,34,Locks,2012-03-10
687,688,20120323,17299,4,Accessories,28,Bottles and Cages,2012-03-23
688,689,20120323,17299,4,Accessories,31,Helmets,2012-03-23
689,690,20120427,17300,3,Clothing,25,Vests,2012-04-27
690,691,20120427,17300,4,Accessories,28,Bottles and Cages,2012-04-27
691,692,20120425,17309,3,Clothing,20,Gloves,2012-04-25
692,693,20120425,17309,4,Accessories,34,Locks,2012-04-25
693,694,20120324,17316,3,Clothing,24,Tights,2012-03-24
694,695,20120424,17319,3,Clothing,21,Jerseys,2012-04-24
695,696,20120424,17319,4,Accessories,32,Hydration Packs,2012-04-24
696,697,20120424,17319,4,Accessories,35,Panniers,2012-04-24
697,698,20120323,17327,3,Clothing,24,Tights,2012-03-23
698,699,20120420,17329,4,Accessories,26,Bike Racks,2012-04-20
699,700,20120414,17331,4,Accessories,26,Bike Racks,2012-04-14
700,701,20120414,17331,4,Accessories,35,Panniers,2012-04-14
701,702,20120328,17351,4,Accessories,37,Tires and Tubes,2012-03-28
702,703,20120419,17353,4,Accessories,32,Hydration Packs,2012-04-19
703,704,20120419,17353,4,Accessories,37,Tires and Tubes,2012-04-19
704,705,20120301,17388,4,Accessories,30,Fenders,2012-03-01
705,706,20120301,17388,4,Accessories,33,Lights,2012-03-01
706,707,20120301,17388,4,Accessories,34,Locks,2012-03-01
707,708,20120306,17400,3,Clothing,25,Vests,2012-03-06
708,709,20120306,17400,4,Accessories,37,Tires and Tubes,2012-03-06
709,710,20120401,17491,3,Clothing,24,Tights,2012-04-01
710,711,20120401,17491,4,Accessories,31,Helmets,2012-04-01
711,712,20120331,17558,4,Accessories,28,Bottles and Cages,2012-03-31
712,713,20120229,17579,4,Accessories,32,Hydration Packs,2012-02-29
713,714,20120229,17579,4,Accessories,35,Panniers,2012-02-29
714,715,20120320,17636,3,Clothing,21,Jerseys,2012-03-20
715,716,20120320,17636,4,Accessories,35,Panniers,2012-03-20
716,717,20120420,17655,4,Accessories,35,Panniers,2012-04-20
717,718,20120413,17686,3,Clothing,20,Gloves,2012-04-13
718,719,20120412,17707,3,Clothing,23,Socks,2012-04-12
719,720,20120416,17709,4,Accessories,27,Bike Stands,2012-04-16
720,721,20120416,17709,4,Accessories,36,Pumps,2012-04-16
721,722,20120414,17725,3,Clothing,20,Gloves,2012-04-14
722,723,20120414,17725,4,Accessories,31,Helmets,2012-04-14
723,724,20120318,17727,3,Clothing,22,Shorts,2012-03-18
724,725,20120318,17727,3,Clothing,24,Tights,2012-03-18
725,726,20120427,17728,4,Accessories,26,Bike Racks,2012-04-27
726,727,20120427,17728,4,Accessories,36,Pumps,2012-04-27
727,728,20120312,17730,4,Accessories,30,Fenders,2012-03-12
728,729,20120312,17730,4,Accessories,32,Hydration Packs,2012-03-12
729,730,20120312,17730,4,Accessories,35,Panniers,2012-03-12
730,731,20120313,17746,4,Accessories,31,Helmets,2012-03-13
731,732,20120318,17753,4,Accessories,31,Helmets,2012-03-18
732,733,20120315,17755,3,Clothing,19,Caps,2012-03-15
733,734,20120315,17755,3,Clothing,22,Shorts,2012-03-15
734,735,20120315,17755,3,Clothing,23,Socks,2012-03-15
735,736,20120229,17760,4,Accessories,33,Lights,2012-02-29
736,737,20120229,17760,4,Accessories,35,Panniers,2012-02-29
737,738,20120424,17786,3,Clothing,25,Vests,2012-04-24
738,739,20120424,17786,4,Accessories,34,Locks,2012-04-24
739,740,20120424,17786,4,Accessories,36,Pumps,2012-04-24
740,741,20120323,17792,3,Clothing,21,Jerseys,2012-03-23
741,742,20120425,17795,4,Accessories,33,Lights,2012-04-25
742,743,20120403,17882,3,Clothing,18,Bib-Shorts,2012-04-03
743,744,20120403,17882,4,Accessories,36,Pumps,2012-04-03
744,745,20120229,17884,3,Clothing,21,Jerseys,2012-02-29
745,746,20120229,17884,4,Accessories,32,Hydration Packs,2012-02-29
746,747,20120325,17895,3,Clothing,18,Bib-Shorts,2012-03-25
747,748,20120325,17895,4,Accessories,27,Bike Stands,2012-03-25
748,749,20120309,17901,4,Accessories,29,Cleaners,2012-03-09
749,750,20120411,17910,4,Accessories,26,Bike Racks,2012-04-11
750,751,20120411,17910,4,Accessories,30,Fenders,2012-04-11
751,752,20120420,17911,4,Accessories,27,Bike Stands,2012-04-20
752,753,20120420,17911,4,Accessories,34,Locks,2012-04-20
753,754,20120420,17911,4,Accessories,35,Panniers,2012-04-20
754,755,20120306,17922,3,Clothing,22,Shorts,2012-03-06
755,756,20120302,17951,4,Accessories,36,Pumps,2012-03-02
756,757,20120314,17960,3,Clothing,24,Tights,2012-03-14
757,758,20120328,18092,3,Clothing,25,Vests,2012-03-28
758,759,20120328,18092,4,Accessories,34,Locks,2012-03-28
759,760,20120408,18116,3,Clothing,18,Bib-Shorts,2012-04-08
760,761,20120310,18135,4,Accessories,28,Bottles and Cages,2012-03-10
761,762,20120315,18154,3,Clothing,18,Bib-Shorts,2012-03-15
762,763,20120306,18160,4,Accessories,36,Pumps,2012-03-06
763,764,20120302,18168,4,Accessories,35,Panniers,2012-03-02
764,765,20120327,18186,4,Accessories,34,Locks,2012-03-27
765,766,20120323,18196,3,Clothing,22,Shorts,2012-03-23
766,767,20120305,18198,3,Clothing,18,Bib-Shorts,2012-03-05
767,768,20120325,18202,3,Clothing,20,Gloves,2012-03-25
768,769,20120317,18203,4,Accessories,33,Lights,2012-03-17
769,770,20120331,18206,3,Clothing,21,Jerseys,2012-03-31
770,771,20120331,18206,4,Accessories,26,Bike Racks,2012-03-31
771,772,20120331,18206,4,Accessories,36,Pumps,2012-03-31
772,773,20120414,18209,4,Accessories,34,Locks,2012-04-14
773,774,20120316,18214,3,Clothing,19,Caps,2012-03-16
774,775,20120316,18214,3,Clothing,21,Jerseys,2012-03-16
775,776,20120316,18214,4,Accessories,29,Cleaners,2012-03-16
776,777,20120414,18243,3,Clothing,18,Bib-Shorts,2012-04-14
777,778,20120326,18247,3,Clothing,18,Bib-Shorts,2012-03-26
778,779,20120412,18250,3,Clothing,22,Shorts,2012-04-12
779,780,20120320,18251,4,Accessories,35,Panniers,2012-03-20
780,781,20120307,18253,3,Clothing,25,Vests,2012-03-07
781,782,20120307,18253,4,Accessories,34,Locks,2012-03-07
782,783,20120307,18253,4,Accessories,35,Panniers,2012-03-07
783,784,20120316,18255,4,Accessories,32,Hydration Packs,2012-03-16
784,785,20120314,18259,3,Clothing,20,Gloves,2012-03-14
785,786,20120314,18259,4,Accessories,30,Fenders,2012-03-14
786,787,20120314,18259,4,Accessories,33,Lights,2012-03-14
787,788,20120405,18263,3,Clothing,20,Gloves,2012-04-05
788,789,20120405,18263,3,Clothing,22,Shorts,2012-04-05
789,790,20120419,18264,4,Accessories,26,Bike Racks,2012-04-19
790,791,20120327,18273,4,Accessories,32,Hydration Packs,2012-03-27
791,792,20120307,18281,3,Clothing,23,Socks,2012-03-07
792,793,20120307,18281,3,Clothing,25,Vests,2012-03-07
793,794,20120307,18281,4,Accessories,29,Cleaners,2012-03-07
794,795,20120426,18288,4,Accessories,26,Bike Racks,2012-04-26
795,796,20120328,18289,3,Clothing,23,Socks,2012-03-28
796,797,20120304,18292,4,Accessories,30,Fenders,2012-03-04
797,798,20120304,18292,4,Accessories,35,Panniers,2012-03-04
798,799,20120426,18296,3,Clothing,19,Caps,2012-04-26
799,800,20120426,18296,3,Clothing,20,Gloves,2012-04-26
800,801,20120426,18296,4,Accessories,32,Hydration Packs,2012-04-26
801,802,20120312,18297,3,Clothing,18,Bib-Shorts,2012-03-12
802,803,20120312,18297,4,Accessories,35,Panniers,2012-03-12
803,804,20120311,18299,3,Clothing,18,Bib-Shorts,2012-03-11
804,805,20120315,18300,4,Accessories,30,Fenders,2012-03-15
805,806,20120420,18306,4,Accessories,29,Cleaners,2012-04-20
806,807,20120420,18306,4,Accessories,31,Helmets,2012-04-20
807,808,20120316,18308,3,Clothing,21,Jerseys,2012-03-16
808,809,20120316,18308,3,Clothing,23,Socks,2012-03-16
809,810,20120304,18317,3,Clothing,21,Jerseys,2012-03-04
810,811,20120313,18329,3,Clothing,18,Bib-Shorts,2012-03-13
811,812,20120313,18329,3,Clothing,24,Tights,2012-03-13
812,813,20120412,18334,4,Accessories,31,Helmets,2012-04-12
813,814,20120414,18337,4,Accessories,26,Bike Racks,2012-04-14
814,815,20120310,18391,4,Accessories,28,Bottles and Cages,2012-03-10
815,816,20120311,18447,3,Clothing,19,Caps,2012-03-11
816,817,20120317,18451,3,Clothing,20,Gloves,2012-03-17
817,818,20120308,18458,3,Clothing,20,Gloves,2012-03-08
818,819,20120308,18458,4,Accessories,29,Cleaners,2012-03-08
819,820,20120423,18469,4,Accessories,31,Helmets,2012-04-23
820,821,20120423,18469,4,Accessories,32,Hydration Packs,2012-04-23
821,822,20120321,18482,3,Clothing,20,Gloves,2012-03-21
822,823,20120318,18484,4,Accessories,35,Panniers,2012-03-18
823,824,20120301,18491,3,Clothing,21,Jerseys,2012-03-01
824,825,20120410,18495,4,Accessories,26,Bike Racks,2012-04-10
825,826,20120410,18495,4,Accessories,31,Helmets,2012-04-10
826,827,20120410,18495,4,Accessories,34,Locks,2012-04-10
827,828,20120420,18629,3,Clothing,20,Gloves,2012-04-20
828,829,20120420,18629,4,Accessories,35,Panniers,2012-04-20
829,830,20120323,18636,3,Clothing,21,Jerseys,2012-03-23
830,831,20120318,18691,4,Accessories,33,Lights,2012-03-18
831,832,20120321,18697,3,Clothing,19,Caps,2012-03-21
832,833,20120421,18702,3,Clothing,19,Caps,2012-04-21
833,834,20120330,18708,3,Clothing,23,Socks,2012-03-30
834,835,20120330,18708,4,Accessories,30,Fenders,2012-03-30
835,836,20120427,18711,3,Clothing,24,Tights,2012-04-27
836,837,20120411,18717,3,Clothing,18,Bib-Shorts,2012-04-11
837,838,20120411,18717,4,Accessories,26,Bike Racks,2012-04-11
838,839,20120411,18717,4,Accessories,27,Bike Stands,2012-04-11
839,840,20120312,18727,3,Clothing,18,Bib-Shorts,2012-03-12
840,841,20120312,18727,4,Accessories,34,Locks,2012-03-12
841,842,20120317,18731,3,Clothing,23,Socks,2012-03-17
842,843,20120311,18735,4,Accessories,30,Fenders,2012-03-11
843,844,20120309,18736,3,Clothing,18,Bib-Shorts,2012-03-09
844,845,20120309,18736,4,Accessories,35,Panniers,2012-03-09
845,846,20120326,18741,3,Clothing,22,Shorts,2012-03-26
846,847,20120326,18741,3,Clothing,24,Tights,2012-03-26
847,848,20120326,18741,4,Accessories,37,Tires and Tubes,2012-03-26
848,849,20120307,18788,3,Clothing,22,Shorts,2012-03-07
849,850,20120403,18841,3,Clothing,22,Shorts,2012-04-03
850,851,20120403,18841,4,Accessories,36,Pumps,2012-04-03
